metabolite	uloq	lloq	value	date	time_pretty	location	below_lloq	above_uloq	extraction	machine	metabolite_group
Hydrocodone	2.5	0.05		FB08SEP18	11:30	3			austin	Waters_SPE1	Opioid
Hydromorphone	20.0	0.5		FB08SEP18	11:30	3			austin	Waters_SPE1	Opioid
Meperidine	20.0	0.5		FB08SEP18	11:30	3			austin	Waters_SPE1	Opioid
Methadone	20.0	2.5		FB08SEP18	11:30	3			austin	Waters_SPE1	Opioid
Naltrexone	5.0	0.05		FB08SEP18	11:30	3			austin	Waters_SPE1	Opioid
Trazodone	20.0	0.5	0.363	FB08SEP18	11:30	3	1.0	0.0	austin	Waters_SPE1	Sedative
Triazolam	20.0	0.5		FB08SEP18	11:30	3			austin	Waters_SPE1	Sedative
Zolpidem	20.0	0.5		FB08SEP18	11:30	3			austin	Waters_SPE1	Sedative
Amphetamine	5.0	0.05	0.54	FB08SEP18	11:30	3	0.0	0.0	austin	Waters_SPE1	Stimulant
Benzoylecgonine	20.0	0.05	0.36	FB08SEP18	11:30	3	0.0	0.0	austin	Waters_SPE1	Stimulant
Cocaine	20.0	0.15	1.042	FB08SEP18	11:30	3	0.0	0.0	austin	Waters_SPE1	Stimulant
MDMA	10.0	0.05		FB08SEP18	11:30	3			austin	Waters_SPE1	Stimulant
Methamphetamine	20.0	0.15		FB08SEP18	11:30	3			austin	Waters_SPE1	Stimulant
Methylphenidate	5.0	0.05		FB08SEP18	11:30	3			austin	Waters_SPE1	Stimulant
Propoxyphene	20.0	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1	Analgesic
Ketamine	10.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Anesthetic
PCP	20.0	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1	Anesthetic
Phentermine	5.0	0.05	0.9890000000000001	FB08SEP18	6:30	1	0.0	0.0	austin	Waters_SPE1	Anorectic
Meprobamate	20.0	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1	Anxiolytic
7-Aminoclonazepam	5.0	0.05	0.05	FB08SEP18	6:30	1	0.0	0.0	austin	Waters_SPE1	Benzodiazepine
7-Aminoflunitrazepam	5.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Benzodiazepine
α-Hydroxyalprazolam	20.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Benzodiazepine
α-Hydroxytriazolam	20.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Benzodiazepine
Alprazolam	20.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Benzodiazepine
Desalkylflurazepam	2.5	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Benzodiazepine
Diazepam	5.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Benzodiazepine
Flurazepam	20.0	1.25		FB08SEP18	6:30	1			austin	Waters_SPE1	Benzodiazepine
Lorazepam	20.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Benzodiazepine
Midazolam	20.0	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1	Benzodiazepine
Nordiazepam	20.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Benzodiazepine
Oxazepam	2.5	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Benzodiazepine
Temazepam	20.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Benzodiazepine
Pseudoephedrine	20.0	0.05	14.679	FB08SEP18	6:30	1	0.0	0.0	austin	Waters_SPE1	Decongestant
Flunitrazepam	5.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Hynotics
Carisoprodol	10.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Muscle Relaxant
Cyclobenzaprine	20.0	1.25		FB08SEP18	6:30	1			austin	Waters_SPE1	Muscle Relaxant
6-MAM	5.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
Carfentanil	10.0	0.75		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
Codeine	20.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
EDDP	10.0	0.75		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
Fentanyl	20.0	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
Morphine	20.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
Naloxone	5.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
Norbuprenorphine	10.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
Norcarfentanil	10.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
Norfentanyl	5.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
Norhydrocodone	5.0	0.05	0.43200000000000005	FB08SEP18	6:30	1	0.0	0.0	austin	Waters_SPE1	Narcotic
Normeperidine	20.0	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
Noroxycodone	5.0	0.05	0.18600000000000003	FB08SEP18	6:30	1	0.0	0.0	austin	Waters_SPE1	Narcotic
O-Desmethyltramadol	10.0	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
Oxycodone	20.0	0.05	0.126	FB08SEP18	6:30	1	0.0	0.0	austin	Waters_SPE1	Narcotic
Oxymorphone	20.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
Sufentanil	10.0	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
Tapentadol	20.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
Tramadol	20.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Narcotic
Buprenorphine	20.0	0.75		FB08SEP18	6:30	1			austin	Waters_SPE1	Opioid
Hydrocodone	2.5	0.05	0.318	FB08SEP18	6:30	1	0.0	0.0	austin	Waters_SPE1	Opioid
Hydromorphone	20.0	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1	Opioid
Meperidine	20.0	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1	Opioid
Methadone	20.0	2.5		FB08SEP18	6:30	1			austin	Waters_SPE1	Opioid
Naltrexone	5.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Opioid
Trazodone	20.0	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1	Sedative
Triazolam	20.0	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1	Sedative
Zolpidem	20.0	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1	Sedative
Amphetamine	5.0	0.05	0.35700000000000004	FB08SEP18	6:30	1	0.0	0.0	austin	Waters_SPE1	Stimulant
Benzoylecgonine	20.0	0.05	1.248	FB08SEP18	6:30	1	0.0	0.0	austin	Waters_SPE1	Stimulant
Cocaine	20.0	0.15	0.239	FB08SEP18	6:30	1	0.0	0.0	austin	Waters_SPE1	Stimulant
MDMA	10.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Stimulant
Methamphetamine	20.0	0.15		FB08SEP18	6:30	1			austin	Waters_SPE1	Stimulant
Methylphenidate	5.0	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1	Stimulant
Propoxyphene	20.0	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1	Analgesic
Ketamine	10.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Anesthetic
PCP	20.0	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1	Anesthetic
Phentermine	5.0	0.05	0.711	FB08SEP18	6:30	2	0.0	0.0	austin	Waters_SPE1	Anorectic
Meprobamate	20.0	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1	Anxiolytic
7-Aminoclonazepam	5.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Benzodiazepine
7-Aminoflunitrazepam	5.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Benzodiazepine
α-Hydroxyalprazolam	20.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Benzodiazepine
α-Hydroxytriazolam	20.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Benzodiazepine
Alprazolam	20.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Benzodiazepine
Desalkylflurazepam	2.5	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Benzodiazepine
Diazepam	5.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Benzodiazepine
Flurazepam	20.0	1.25		FB08SEP18	6:30	2			austin	Waters_SPE1	Benzodiazepine
Lorazepam	20.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Benzodiazepine
Midazolam	20.0	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1	Benzodiazepine
Nordiazepam	20.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Benzodiazepine
Oxazepam	2.5	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Benzodiazepine
Temazepam	20.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Benzodiazepine
Pseudoephedrine	20.0	0.05	20.928	FB08SEP18	6:30	2	0.0	1.0	austin	Waters_SPE1	Decongestant
Flunitrazepam	5.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Hynotics
Carisoprodol	10.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Muscle Relaxant
Cyclobenzaprine	20.0	1.25		FB08SEP18	6:30	2			austin	Waters_SPE1	Muscle Relaxant
6-MAM	5.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Narcotic
Carfentanil	10.0	0.75		FB08SEP18	6:30	2			austin	Waters_SPE1	Narcotic
Codeine	20.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Narcotic
EDDP	10.0	0.75		FB08SEP18	6:30	2			austin	Waters_SPE1	Narcotic
Fentanyl	20.0	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1	Narcotic
Morphine	20.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Narcotic
Naloxone	5.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Narcotic
Norbuprenorphine	10.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Narcotic
Norcarfentanil	10.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Narcotic
Norfentanyl	5.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Narcotic
Norhydrocodone	5.0	0.05	0.08	FB08SEP18	6:30	2	0.0	0.0	austin	Waters_SPE1	Narcotic
Normeperidine	20.0	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1	Narcotic
Noroxycodone	5.0	0.05	0.327	FB08SEP18	6:30	2	0.0	0.0	austin	Waters_SPE1	Narcotic
O-Desmethyltramadol	10.0	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1	Narcotic
Oxycodone	20.0	0.05	0.34600000000000003	FB08SEP18	6:30	2	0.0	0.0	austin	Waters_SPE1	Narcotic
Oxymorphone	20.0	0.05	0.115	FB08SEP18	6:30	2	0.0	0.0	austin	Waters_SPE1	Narcotic
Sufentanil	10.0	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1	Narcotic
Tapentadol	20.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Narcotic
Tramadol	20.0	0.05	1.122	FB08SEP18	6:30	2	0.0	0.0	austin	Waters_SPE1	Narcotic
Buprenorphine	20.0	0.75		FB08SEP18	6:30	2			austin	Waters_SPE1	Opioid
Hydrocodone	2.5	0.05	0.225	FB08SEP18	6:30	2	0.0	0.0	austin	Waters_SPE1	Opioid
Hydromorphone	20.0	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1	Opioid
Meperidine	20.0	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1	Opioid
Methadone	20.0	2.5		FB08SEP18	6:30	2			austin	Waters_SPE1	Opioid
Naltrexone	5.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Opioid
Trazodone	20.0	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1	Sedative
Triazolam	20.0	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1	Sedative
Zolpidem	20.0	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1	Sedative
Amphetamine	5.0	0.05	0.409	FB08SEP18	6:30	2	0.0	0.0	austin	Waters_SPE1	Stimulant
Benzoylecgonine	20.0	0.05	1.7619999999999998	FB08SEP18	6:30	2	0.0	0.0	austin	Waters_SPE1	Stimulant
Cocaine	20.0	0.15	0.429	FB08SEP18	6:30	2	0.0	0.0	austin	Waters_SPE1	Stimulant
MDMA	10.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Stimulant
Methamphetamine	20.0	0.15		FB08SEP18	6:30	2			austin	Waters_SPE1	Stimulant
Methylphenidate	5.0	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1	Stimulant
Propoxyphene	20.0	0.5		FB08SEP18	6:30	3			austin	Waters_SPE1	Analgesic
Ketamine	10.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Anesthetic
PCP	20.0	0.5		FB08SEP18	6:30	3			austin	Waters_SPE1	Anesthetic
Phentermine	5.0	0.05	4.68	FB08SEP18	6:30	3	0.0	0.0	austin	Waters_SPE1	Anorectic
Meprobamate	20.0	0.5		FB08SEP18	6:30	3			austin	Waters_SPE1	Anxiolytic
7-Aminoclonazepam	5.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Benzodiazepine
7-Aminoflunitrazepam	5.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Benzodiazepine
α-Hydroxyalprazolam	20.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Benzodiazepine
α-Hydroxytriazolam	20.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Benzodiazepine
Alprazolam	20.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Benzodiazepine
Desalkylflurazepam	2.5	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Benzodiazepine
Diazepam	5.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Benzodiazepine
Flurazepam	20.0	1.25		FB08SEP18	6:30	3			austin	Waters_SPE1	Benzodiazepine
Lorazepam	20.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Benzodiazepine
Midazolam	20.0	0.5		FB08SEP18	6:30	3			austin	Waters_SPE1	Benzodiazepine
Nordiazepam	20.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Benzodiazepine
Oxazepam	2.5	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Benzodiazepine
Temazepam	20.0	0.05	0.27399999999999997	FB08SEP18	6:30	3	0.0	0.0	austin	Waters_SPE1	Benzodiazepine
Pseudoephedrine	20.0	0.05	7.484	FB08SEP18	6:30	3	0.0	1.0	austin	Waters_SPE1	Decongestant
Flunitrazepam	5.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Hynotics
Carisoprodol	10.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Muscle Relaxant
Cyclobenzaprine	20.0	1.25	1.051	FB08SEP18	6:30	3	1.0	0.0	austin	Waters_SPE1	Muscle Relaxant
6-MAM	5.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Narcotic
Carfentanil	10.0	0.75		FB08SEP18	6:30	3			austin	Waters_SPE1	Narcotic
Codeine	20.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Narcotic
EDDP	10.0	0.75		FB08SEP18	6:30	3			austin	Waters_SPE1	Narcotic
Fentanyl	20.0	0.5		FB08SEP18	6:30	3			austin	Waters_SPE1	Narcotic
Morphine	20.0	0.05	0.431	FB08SEP18	6:30	3	0.0	0.0	austin	Waters_SPE1	Narcotic
Naloxone	5.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Narcotic
Norbuprenorphine	10.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Narcotic
Norcarfentanil	10.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Narcotic
Norfentanyl	5.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Narcotic
Norhydrocodone	5.0	0.05	0.055999999999999994	FB08SEP18	6:30	3	0.0	0.0	austin	Waters_SPE1	Narcotic
Normeperidine	20.0	0.5		FB08SEP18	6:30	3			austin	Waters_SPE1	Narcotic
Noroxycodone	5.0	0.05	0.18899999999999997	FB08SEP18	6:30	3	0.0	0.0	austin	Waters_SPE1	Narcotic
O-Desmethyltramadol	10.0	0.5	0.581	FB08SEP18	6:30	3	0.0	0.0	austin	Waters_SPE1	Narcotic
Oxycodone	20.0	0.05	0.204	FB08SEP18	6:30	3	0.0	0.0	austin	Waters_SPE1	Narcotic
Oxymorphone	20.0	0.05	0.057999999999999996	FB08SEP18	6:30	3	0.0	0.0	austin	Waters_SPE1	Narcotic
Sufentanil	10.0	0.5		FB08SEP18	6:30	3			austin	Waters_SPE1	Narcotic
Tapentadol	20.0	0.05	1.31	FB08SEP18	6:30	3	0.0	0.0	austin	Waters_SPE1	Narcotic
Tramadol	20.0	0.05	2.844	FB08SEP18	6:30	3	0.0	0.0	austin	Waters_SPE1	Narcotic
Buprenorphine	20.0	0.75		FB08SEP18	6:30	3			austin	Waters_SPE1	Opioid
Hydrocodone	2.5	0.05	0.07400000000000001	FB08SEP18	6:30	3	0.0	0.0	austin	Waters_SPE1	Opioid
Hydromorphone	20.0	0.5		FB08SEP18	6:30	3			austin	Waters_SPE1	Opioid
Meperidine	20.0	0.5		FB08SEP18	6:30	3			austin	Waters_SPE1	Opioid
Methadone	20.0	2.5		FB08SEP18	6:30	3			austin	Waters_SPE1	Opioid
Naltrexone	5.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Opioid
Trazodone	20.0	0.5	0.368	FB08SEP18	6:30	3	1.0	0.0	austin	Waters_SPE1	Sedative
Triazolam	20.0	0.5		FB08SEP18	6:30	3			austin	Waters_SPE1	Sedative
Zolpidem	20.0	0.5		FB08SEP18	6:30	3			austin	Waters_SPE1	Sedative
Amphetamine	5.0	0.05	0.499	FB08SEP18	6:30	3	0.0	0.0	austin	Waters_SPE1	Stimulant
Benzoylecgonine	20.0	0.05	1.9780000000000002	FB08SEP18	6:30	3	0.0	0.0	austin	Waters_SPE1	Stimulant
Cocaine	20.0	0.15	1.288	FB08SEP18	6:30	3	0.0	0.0	austin	Waters_SPE1	Stimulant
MDMA	10.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Stimulant
Methamphetamine	20.0	0.15		FB08SEP18	6:30	3			austin	Waters_SPE1	Stimulant
Methylphenidate	5.0	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1	Stimulant
Propoxyphene	20.0	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1	Analgesic
Ketamine	10.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Anesthetic
PCP	20.0	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1	Anesthetic
Phentermine	5.0	0.05	0.257	FB08SEP18	7:00	1	0.0	0.0	austin	Waters_SPE1	Anorectic
Meprobamate	20.0	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1	Anxiolytic
7-Aminoclonazepam	5.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Benzodiazepine
7-Aminoflunitrazepam	5.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Benzodiazepine
α-Hydroxyalprazolam	20.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Benzodiazepine
α-Hydroxytriazolam	20.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Benzodiazepine
Alprazolam	20.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Benzodiazepine
Desalkylflurazepam	2.5	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Benzodiazepine
Diazepam	5.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Benzodiazepine
Flurazepam	20.0	1.25		FB08SEP18	7:00	1			austin	Waters_SPE1	Benzodiazepine
Lorazepam	20.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Benzodiazepine
Midazolam	20.0	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1	Benzodiazepine
Nordiazepam	20.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Benzodiazepine
Oxazepam	2.5	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Benzodiazepine
Temazepam	20.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Benzodiazepine
Pseudoephedrine	20.0	0.05	1.607	FB08SEP18	7:00	1	0.0	0.0	austin	Waters_SPE1	Decongestant
Flunitrazepam	5.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Hynotics
Carisoprodol	10.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Muscle Relaxant
Cyclobenzaprine	20.0	1.25		FB08SEP18	7:00	1			austin	Waters_SPE1	Muscle Relaxant
6-MAM	5.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Carfentanil	10.0	0.75		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Codeine	20.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
EDDP	10.0	0.75		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Fentanyl	20.0	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Morphine	20.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Naloxone	5.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Norbuprenorphine	10.0	0.05	0.05	FB08SEP18	7:00	1	0.0	0.0	austin	Waters_SPE1	Narcotic
Norcarfentanil	10.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Norfentanyl	5.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Norhydrocodone	5.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Normeperidine	20.0	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Noroxycodone	5.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
O-Desmethyltramadol	10.0	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Oxycodone	20.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Oxymorphone	20.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Sufentanil	10.0	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Tapentadol	20.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Tramadol	20.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Narcotic
Buprenorphine	20.0	0.75		FB08SEP18	7:00	1			austin	Waters_SPE1	Opioid
Hydrocodone	2.5	0.05	0.05	FB08SEP18	7:00	1	0.0	0.0	austin	Waters_SPE1	Opioid
Hydromorphone	20.0	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1	Opioid
Meperidine	20.0	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1	Opioid
Methadone	20.0	2.5		FB08SEP18	7:00	1			austin	Waters_SPE1	Opioid
Naltrexone	5.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Opioid
Trazodone	20.0	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1	Sedative
Triazolam	20.0	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1	Sedative
Zolpidem	20.0	0.5		FB08SEP18	7:00	1			austin	Waters_SPE1	Sedative
Amphetamine	5.0	0.05	0.509	FB08SEP18	7:00	1	0.0	0.0	austin	Waters_SPE1	Stimulant
Benzoylecgonine	20.0	0.05	0.556	FB08SEP18	7:00	1	0.0	0.0	austin	Waters_SPE1	Stimulant
Cocaine	20.0	0.15	0.596	FB08SEP18	7:00	1	0.0	0.0	austin	Waters_SPE1	Stimulant
MDMA	10.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Stimulant
Methamphetamine	20.0	0.15		FB08SEP18	7:00	1			austin	Waters_SPE1	Stimulant
Methylphenidate	5.0	0.05		FB08SEP18	7:00	1			austin	Waters_SPE1	Stimulant
Propoxyphene	20.0	0.5		FB08SEP18	7:00	2			austin	Waters_SPE1	Analgesic
Ketamine	10.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Anesthetic
PCP	20.0	0.5		FB08SEP18	7:00	2			austin	Waters_SPE1	Anesthetic
Phentermine	5.0	0.05	2.346	FB08SEP18	7:00	2	0.0	0.0	austin	Waters_SPE1	Anorectic
Meprobamate	20.0	0.5		FB08SEP18	7:00	2			austin	Waters_SPE1	Anxiolytic
7-Aminoclonazepam	5.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Benzodiazepine
7-Aminoflunitrazepam	5.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Benzodiazepine
α-Hydroxyalprazolam	20.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Benzodiazepine
α-Hydroxytriazolam	20.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Benzodiazepine
Alprazolam	20.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Benzodiazepine
Desalkylflurazepam	2.5	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Benzodiazepine
Diazepam	5.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Benzodiazepine
Flurazepam	20.0	1.25		FB08SEP18	7:00	2			austin	Waters_SPE1	Benzodiazepine
Lorazepam	20.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Benzodiazepine
Midazolam	20.0	0.5		FB08SEP18	7:00	2			austin	Waters_SPE1	Benzodiazepine
Nordiazepam	20.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Benzodiazepine
Oxazepam	2.5	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Benzodiazepine
Temazepam	20.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Benzodiazepine
Pseudoephedrine	20.0	0.05	2.083	FB08SEP18	7:00	2	0.0	0.0	austin	Waters_SPE1	Decongestant
Flunitrazepam	5.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Hynotics
Carisoprodol	10.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Muscle Relaxant
Cyclobenzaprine	20.0	1.25		FB08SEP18	7:00	2			austin	Waters_SPE1	Muscle Relaxant
6-MAM	5.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Narcotic
Carfentanil	10.0	0.75		FB08SEP18	7:00	2			austin	Waters_SPE1	Narcotic
Codeine	20.0	0.05	0.052000000000000005	FB08SEP18	7:00	2	0.0	0.0	austin	Waters_SPE1	Narcotic
EDDP	10.0	0.75		FB08SEP18	7:00	2			austin	Waters_SPE1	Narcotic
Fentanyl	20.0	0.5		FB08SEP18	7:00	2			austin	Waters_SPE1	Narcotic
Morphine	20.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Narcotic
Naloxone	5.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Narcotic
Norbuprenorphine	10.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Narcotic
Norcarfentanil	10.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Narcotic
Norfentanyl	5.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Narcotic
Norhydrocodone	5.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Narcotic
Normeperidine	20.0	0.5		FB08SEP18	7:00	2			austin	Waters_SPE1	Narcotic
Noroxycodone	5.0	0.05	0.102	FB08SEP18	7:00	2	0.0	0.0	austin	Waters_SPE1	Narcotic
