"metabolite_number","metabolite_name","uloq_ng_ml","lloq_ng_ml","barcode","time","run","location","sample_id","sample_id2","value","timestamp","flowrate"
"74","Propoxyphene",20,0.5,"2401","7:00",1,"3","Prior UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"76","Pseudoephedrine",20,0.05,"2401","7:00",1,"3","Prior UFWW 6","FB08SEP18 7:00 Loc#3",4.45,"1536433200",3.48
"78","Sufentanil",10,0.5,"2401","7:00",1,"3","Prior UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"82","Tapentadol",20,0.05,"2401","7:00",1,"3","Prior UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"83","Temazepam",20,0.05,"2401","7:00",1,"3","Prior UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"79","THC",NA,NA,"2401","7:00",1,"3","Prior UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"80","THCA",NA,NA,"2401","7:00",1,"3","Prior UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"84","Tramadol",20,0.05,"2401","7:00",1,"3","Prior UFWW 6","FB08SEP18 7:00 Loc#3",3.45,"1536433200",3.48
"85","Trazodone",20,0.5,"2401","7:00",1,"3","Prior UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"86","Triazolam",20,0.5,"2401","7:00",1,"3","Prior UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"87","Zolpidem",20,0.5,"2401","7:00",1,"3","Prior UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"6","α-Hydroxyalprazolam",20,0.05,"2401","7:00",1,"3","Prior UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"7","α-Hydroxytriazolam",20,0.05,"2401","7:00",1,"3","Prior UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"1","6-MAM",5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"2","7-Aminoclonazepam",5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"4","7-Aminoflunitrazepam",5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"9","Alprazolam",20,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"10","Amphetamine",5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",1.019,"1536433200",3.48
"12","Benzoylecgonine",20,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",0.973,"1536433200",3.48
"14","Buprenorphine",20,0.75,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"16","Carfentanil",10,0.75,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"17","Carisoprodol",10,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"19","Cocaine",20,0.15,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",0.575,"1536433200",3.48
"21","Codeine",20,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"23","Cyclobenzaprine",20,1.25,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"25","Desalkylflurazepam",2.5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"26","Diazepam",5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"28","EDDP",10,0.75,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"29","Fentanyl",20,0.5,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"31","Flunitrazepam",5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"33","Flurazepam",20,1.25,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"34","Hydrocodone",2.5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",0.179,"1536433200",3.48
"35","Hydromorphone",20,0.5,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"40","Ketamine",10,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"41","Lorazepam",20,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"42","MDMA",10,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"43","Meperidine",20,0.5,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"45","Meprobamate",20,0.5,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"46","Methadone",20,2.5,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"48","Methamphetamine",20,0.15,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",1.238,"1536433200",3.48
"50","Methylphenidate",5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",0.056,"1536433200",3.48
"51","Midazolam",20,0.5,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"53","Morphine",20,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"55","Naloxone",5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"56","Naltrexone",5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"57","Norbuprenorphine",10,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"58","Norcarfentanil",10,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"59","Nordiazepam",20,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"61","Norfentanyl",5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"62","Norhydrocodone",5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",0.121,"1536433200",3.48
"63","Normeperidine",20,0.5,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"65","Noroxycodone",5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",0.147,"1536433200",3.48
"66","O-Desmethyltramadol",10,0.5,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",0.736,"1536433200",3.48
"67","Oxazepam",2.5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"68","Oxycodone",20,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",0.133,"1536433200",3.48
"70","Oxymorphone",20,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"71","PCP",20,0.5,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"73","Phentermine",5,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",0.458,"1536433200",3.48
"74","Propoxyphene",20,0.5,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"76","Pseudoephedrine",20,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",5.419,"1536433200",3.48
"78","Sufentanil",10,0.5,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"82","Tapentadol",20,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"83","Temazepam",20,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"79","THC",NA,NA,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"80","THCA",NA,NA,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"84","Tramadol",20,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",4.57,"1536433200",3.48
"85","Trazodone",20,0.5,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"86","Triazolam",20,0.5,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"87","Zolpidem",20,0.5,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"6","α-Hydroxyalprazolam",20,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"7","α-Hydroxytriazolam",20,0.05,"2401","7:00",2,"3","UFWW 6","FB08SEP18 7:00 Loc#3",NA,"1536433200",3.48
"1","6-MAM",5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"2","7-Aminoclonazepam",5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"4","7-Aminoflunitrazepam",5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"9","Alprazolam",20,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"10","Amphetamine",5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"12","Benzoylecgonine",20,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",2.1,"1536435000",3.53
"14","Buprenorphine",20,0.75,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"16","Carfentanil",10,0.75,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"17","Carisoprodol",10,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"19","Cocaine",20,0.15,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",1.26,"1536435000",3.53
"21","Codeine",20,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"23","Cyclobenzaprine",20,1.25,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"25","Desalkylflurazepam",2.5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"26","Diazepam",5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"28","EDDP",10,0.75,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"29","Fentanyl",20,0.5,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"31","Flunitrazepam",5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"33","Flurazepam",20,1.25,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"34","Hydrocodone",2.5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"35","Hydromorphone",20,0.5,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"40","Ketamine",10,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"41","Lorazepam",20,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"42","MDMA",10,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"43","Meperidine",20,0.5,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"45","Meprobamate",20,0.5,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"46","Methadone",20,2.5,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"48","Methamphetamine",20,0.15,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"50","Methylphenidate",5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"51","Midazolam",20,0.5,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"53","Morphine",20,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"55","Naloxone",5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"56","Naltrexone",5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"57","Norbuprenorphine",10,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"58","Norcarfentanil",10,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"59","Nordiazepam",20,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"61","Norfentanyl",5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"62","Norhydrocodone",5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"63","Normeperidine",20,0.5,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"65","Noroxycodone",5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"66","O-Desmethyltramadol",10,0.5,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",0.3,"1536435000",3.53
"67","Oxazepam",2.5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"68","Oxycodone",20,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"70","Oxymorphone",20,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"71","PCP",20,0.5,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"73","Phentermine",5,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",1.26,"1536435000",3.53
"74","Propoxyphene",20,0.5,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"76","Pseudoephedrine",20,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",5.95,"1536435000",3.53
"78","Sufentanil",10,0.5,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"82","Tapentadol",20,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"83","Temazepam",20,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"79","THC",NA,NA,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"80","THCA",NA,NA,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"84","Tramadol",20,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",1.49,"1536435000",3.53
"85","Trazodone",20,0.5,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"86","Triazolam",20,0.5,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"87","Zolpidem",20,0.5,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"6","α-Hydroxyalprazolam",20,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"7","α-Hydroxytriazolam",20,0.05,"2073","7:30",1,"1","Prior UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"1","6-MAM",5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"2","7-Aminoclonazepam",5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"4","7-Aminoflunitrazepam",5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"9","Alprazolam",20,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"10","Amphetamine",5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",0.682,"1536435000",3.53
"12","Benzoylecgonine",20,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",2.156,"1536435000",3.53
"14","Buprenorphine",20,0.75,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"16","Carfentanil",10,0.75,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"17","Carisoprodol",10,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"19","Cocaine",20,0.15,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",1.829,"1536435000",3.53
"21","Codeine",20,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"23","Cyclobenzaprine",20,1.25,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"25","Desalkylflurazepam",2.5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"26","Diazepam",5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"28","EDDP",10,0.75,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"29","Fentanyl",20,0.5,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"31","Flunitrazepam",5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"33","Flurazepam",20,1.25,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"34","Hydrocodone",2.5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"35","Hydromorphone",20,0.5,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"40","Ketamine",10,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"41","Lorazepam",20,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"42","MDMA",10,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"43","Meperidine",20,0.5,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"45","Meprobamate",20,0.5,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"46","Methadone",20,2.5,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"48","Methamphetamine",20,0.15,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"50","Methylphenidate",5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"51","Midazolam",20,0.5,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"53","Morphine",20,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"55","Naloxone",5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"56","Naltrexone",5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"57","Norbuprenorphine",10,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"58","Norcarfentanil",10,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"59","Nordiazepam",20,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"61","Norfentanyl",5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"62","Norhydrocodone",5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"63","Normeperidine",20,0.5,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"65","Noroxycodone",5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"66","O-Desmethyltramadol",10,0.5,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"67","Oxazepam",2.5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"68","Oxycodone",20,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"70","Oxymorphone",20,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"71","PCP",20,0.5,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"73","Phentermine",5,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",1.366,"1536435000",3.53
"74","Propoxyphene",20,0.5,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"76","Pseudoephedrine",20,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",6.066,"1536435000",3.53
"78","Sufentanil",10,0.5,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"82","Tapentadol",20,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"83","Temazepam",20,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"79","THC",NA,NA,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"80","THCA",NA,NA,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"84","Tramadol",20,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",1.915,"1536435000",3.53
"85","Trazodone",20,0.5,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"86","Triazolam",20,0.5,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"87","Zolpidem",20,0.5,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"6","α-Hydroxyalprazolam",20,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"7","α-Hydroxytriazolam",20,0.05,"2073","7:30",2,"1","UFWW 7","FB08SEP18 7:30 Loc#1",NA,"1536435000",3.53
"1","6-MAM",5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"2","7-Aminoclonazepam",5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"4","7-Aminoflunitrazepam",5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"9","Alprazolam",20,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"10","Amphetamine",5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",1.03,"1536435000",3.53
"12","Benzoylecgonine",20,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",1.97,"1536435000",3.53
"14","Buprenorphine",20,0.75,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"16","Carfentanil",10,0.75,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"17","Carisoprodol",10,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"19","Cocaine",20,0.15,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",0.44,"1536435000",3.53
"21","Codeine",20,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"23","Cyclobenzaprine",20,1.25,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"25","Desalkylflurazepam",2.5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"26","Diazepam",5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
