metabolite	uloq	lloq	value	date	time_pretty	location	below_lloq	above_uloq	extraction	machine
Metabolite of CNS stimulant	20	0.05	0.06	FB08SEP18	11:30	1	0	0	austin	Shimadzu
Metabolite of Narcotic	10	0.75		FB08SEP18	11:30	1			austin	Shimadzu
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:30	1			austin	Shimadzu
Metabolite of narcotic	10	0.05		FB08SEP18	11:30	1			austin	Shimadzu
Metabolite of opioid	5	0.05	0.032	FB08SEP18	11:30	1	1	0	austin	Shimadzu
Muscle Relaxant	10	0.05		FB08SEP18	11:30	1			austin	Shimadzu
Narcotic	20	0.05	0.34	FB08SEP18	11:30	1	0	0	austin	Shimadzu
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:30	1			austin	Shimadzu
Opioid	2.5	0.05	0.223	FB08SEP18	11:30	1	0	0	austin	Shimadzu
Sedative	20	0.5		FB08SEP18	11:30	1			austin	Shimadzu
Stimulant	5	0.05	2.282	FB08SEP18	11:30	1	0	0	austin	Shimadzu
Analgesic	20	0.5		FB08SEP18	11:30	2			austin	Shimadzu
Anesthetic	10	0.05		FB08SEP18	11:30	2			austin	Shimadzu
Anorectic	5	0.05		FB08SEP18	11:30	2			austin	Shimadzu
Antidepressant and Sedative	20	0.5		FB08SEP18	11:30	2			austin	Shimadzu
Anxiolytic	20	0.5		FB08SEP18	11:30	2			austin	Shimadzu
Benzodiazepine	2.5	0.05	0.279	FB08SEP18	11:30	2	0	0	austin	Shimadzu
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:30	2			austin	Shimadzu
CNS stimulant	20	0.15		FB08SEP18	11:30	2			austin	Shimadzu
Decongestant	20	0.05		FB08SEP18	11:30	2			austin	Shimadzu
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:30	2			austin	Shimadzu
Hynotics	5	0.05		FB08SEP18	11:30	2			austin	Shimadzu
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:30	2			austin	Shimadzu
Metabolite of CNS stimulant	20	0.05	0.283	FB08SEP18	11:30	2	0	0	austin	Shimadzu
Metabolite of Narcotic	10	0.75		FB08SEP18	11:30	2			austin	Shimadzu
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:30	2			austin	Shimadzu
Metabolite of narcotic	10	0.05		FB08SEP18	11:30	2			austin	Shimadzu
Metabolite of opioid	5	0.05	0.04	FB08SEP18	11:30	2	1	0	austin	Shimadzu
Muscle Relaxant	10	0.05		FB08SEP18	11:30	2			austin	Shimadzu
Narcotic	20	0.05	0.075	FB08SEP18	11:30	2	0	0	austin	Shimadzu
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:30	2			austin	Shimadzu
Opioid	2.5	0.05	0.405	FB08SEP18	11:30	2	0	0	austin	Shimadzu
Sedative	20	0.5		FB08SEP18	11:30	2			austin	Shimadzu
Stimulant	5	0.05	1.942	FB08SEP18	11:30	2	0	0	austin	Shimadzu
Analgesic	20	0.5		FB08SEP18	11:30	3			austin	Shimadzu
Anesthetic	10	0.05		FB08SEP18	11:30	3			austin	Shimadzu
Anorectic	5	0.05		FB08SEP18	11:30	3			austin	Shimadzu
Antidepressant and Sedative	20	0.5		FB08SEP18	11:30	3			austin	Shimadzu
Anxiolytic	20	0.5		FB08SEP18	11:30	3			austin	Shimadzu
Benzodiazepine	5	0.05		FB08SEP18	11:30	3			austin	Shimadzu
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:30	3			austin	Shimadzu
CNS stimulant	20	0.15		FB08SEP18	11:30	3			austin	Shimadzu
Decongestant	20	0.05		FB08SEP18	11:30	3			austin	Shimadzu
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:30	3			austin	Shimadzu
Hynotics	5	0.05		FB08SEP18	11:30	3			austin	Shimadzu
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:30	3			austin	Shimadzu
Metabolite of CNS stimulant	20	0.05	0.349	FB08SEP18	11:30	3	0	0	austin	Shimadzu
Metabolite of Narcotic	10	0.75		FB08SEP18	11:30	3			austin	Shimadzu
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:30	3			austin	Shimadzu
Metabolite of narcotic	10	0.05		FB08SEP18	11:30	3			austin	Shimadzu
Metabolite of opioid	5	0.05	0.292	FB08SEP18	11:30	3	0	0	austin	Shimadzu
Muscle Relaxant	10	0.05		FB08SEP18	11:30	3			austin	Shimadzu
Narcotic	20	0.05	0.356	FB08SEP18	11:30	3	0	0	austin	Shimadzu
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:30	3			austin	Shimadzu
Opioid	20	0.75		FB08SEP18	11:30	3			austin	Shimadzu
Sedative	20	0.5		FB08SEP18	11:30	3			austin	Shimadzu
Stimulant	5	0.05	0.484	FB08SEP18	11:30	3	0	0	austin	Shimadzu
Analgesic	20	0.5		FB08SEP18	11:30	1			austin	Waters_SPE1
Anesthetic	10	0.05		FB08SEP18	11:30	1			austin	Waters_SPE1
Anorectic	5	0.05	0.307	FB08SEP18	11:30	1	0	0	austin	Waters_SPE1
Antidepressant and Sedative	20	0.5		FB08SEP18	11:30	1			austin	Waters_SPE1
Anxiolytic	20	0.5		FB08SEP18	11:30	1			austin	Waters_SPE1
Benzodiazepine	5	0.05		FB08SEP18	11:30	1			austin	Waters_SPE1
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:30	1			austin	Waters_SPE1
CNS stimulant	20	0.15		FB08SEP18	11:30	1			austin	Waters_SPE1
Decongestant	20	0.05	31.111	FB08SEP18	11:30	1	0	1	austin	Waters_SPE1
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:30	1			austin	Waters_SPE1
Hynotics	5	0.05		FB08SEP18	11:30	1			austin	Waters_SPE1
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:30	1			austin	Waters_SPE1
Metabolite of CNS stimulant	20	0.05	0.055	FB08SEP18	11:30	1	0	0	austin	Waters_SPE1
Metabolite of Narcotic	10	0.75		FB08SEP18	11:30	1			austin	Waters_SPE1
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:30	1			austin	Waters_SPE1
Metabolite of narcotic	10	0.05		FB08SEP18	11:30	1			austin	Waters_SPE1
Metabolite of opioid	5	0.05	0.079	FB08SEP18	11:30	1	0	0	austin	Waters_SPE1
Muscle Relaxant	10	0.05		FB08SEP18	11:30	1			austin	Waters_SPE1
Narcotic	20	0.05	0.15	FB08SEP18	11:30	1	0	0	austin	Waters_SPE1
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:30	1			austin	Waters_SPE1
Opioid	2.5	0.05	0.115	FB08SEP18	11:30	1	0	0	austin	Waters_SPE1
Sedative	20	0.5		FB08SEP18	11:30	1			austin	Waters_SPE1
Stimulant	5	0.05	2.727	FB08SEP18	11:30	1	0	0	austin	Waters_SPE1
Analgesic	20	0.5		FB08SEP18	11:30	2			austin	Waters_SPE1
Anesthetic	10	0.05		FB08SEP18	11:30	2			austin	Waters_SPE1
Anorectic	5	0.05	0.981	FB08SEP18	11:30	2	0	0	austin	Waters_SPE1
Antidepressant and Sedative	20	0.5		FB08SEP18	11:30	2			austin	Waters_SPE1
Anxiolytic	20	0.5		FB08SEP18	11:30	2			austin	Waters_SPE1
Benzodiazepine	2.5	0.05	0.112	FB08SEP18	11:30	2	0	0	austin	Waters_SPE1
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:30	2			austin	Waters_SPE1
CNS stimulant	20	0.15		FB08SEP18	11:30	2			austin	Waters_SPE1
Decongestant	20	0.05	8.591	FB08SEP18	11:30	2	0	1	austin	Waters_SPE1
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:30	2			austin	Waters_SPE1
Hynotics	5	0.05		FB08SEP18	11:30	2			austin	Waters_SPE1
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:30	2			austin	Waters_SPE1
Metabolite of CNS stimulant	20	0.05	0.309	FB08SEP18	11:30	2	0	0	austin	Waters_SPE1
Metabolite of Narcotic	10	0.75		FB08SEP18	11:30	2			austin	Waters_SPE1
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:30	2			austin	Waters_SPE1
Metabolite of narcotic	10	0.05		FB08SEP18	11:30	2			austin	Waters_SPE1
Metabolite of opioid	5	0.05	0.097	FB08SEP18	11:30	2	0	0	austin	Waters_SPE1
Muscle Relaxant	10	0.05		FB08SEP18	11:30	2			austin	Waters_SPE1
Narcotic	20	0.05	0.042	FB08SEP18	11:30	2	1	0	austin	Waters_SPE1
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:30	2			austin	Waters_SPE1
Opioid	2.5	0.05	0.274	FB08SEP18	11:30	2	0	0	austin	Waters_SPE1
Sedative	20	0.5		FB08SEP18	11:30	2			austin	Waters_SPE1
Stimulant	5	0.05	2.585	FB08SEP18	11:30	2	0	0	austin	Waters_SPE1
Analgesic	20	0.5		FB08SEP18	11:30	3			austin	Waters_SPE1
Anesthetic	10	0.05		FB08SEP18	11:30	3			austin	Waters_SPE1
Anorectic	5	0.05	1.913	FB08SEP18	11:30	3	0	0	austin	Waters_SPE1
Antidepressant and Sedative	20	0.5	0.363	FB08SEP18	11:30	3	1	0	austin	Waters_SPE1
Anxiolytic	20	0.5		FB08SEP18	11:30	3			austin	Waters_SPE1
Benzodiazepine	5	0.05		FB08SEP18	11:30	3			austin	Waters_SPE1
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:30	3			austin	Waters_SPE1
CNS stimulant	20	0.15	1.042	FB08SEP18	11:30	3	0	0	austin	Waters_SPE1
Decongestant	20	0.05	12.239	FB08SEP18	11:30	3	0	0	austin	Waters_SPE1
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:30	3			austin	Waters_SPE1
Hynotics	5	0.05		FB08SEP18	11:30	3			austin	Waters_SPE1
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:30	3			austin	Waters_SPE1
Metabolite of CNS stimulant	20	0.05	0.36	FB08SEP18	11:30	3	0	0	austin	Waters_SPE1
Metabolite of Narcotic	10	0.75		FB08SEP18	11:30	3			austin	Waters_SPE1
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:30	3			austin	Waters_SPE1
Metabolite of narcotic	10	0.05		FB08SEP18	11:30	3			austin	Waters_SPE1
Metabolite of opioid	5	0.05	0.554	FB08SEP18	11:30	3	0	0	austin	Waters_SPE1
Muscle Relaxant	10	0.05		FB08SEP18	11:30	3			austin	Waters_SPE1
Narcotic	20	0.05	0.301	FB08SEP18	11:30	3	0	0	austin	Waters_SPE1
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:30	3			austin	Waters_SPE1
Opioid	20	0.75		FB08SEP18	11:30	3			austin	Waters_SPE1
Sedative	20	0.5		FB08SEP18	11:30	3			austin	Waters_SPE1
Stimulant	5	0.05	0.54	FB08SEP18	11:30	3	0	0	austin	Waters_SPE1
Analgesic	20	0.5		FB08SEP18	11:30	1			zach	Waters_SPE2
Anesthetic	10	0.05		FB08SEP18	11:30	1			zach	Waters_SPE2
Anorectic	5	0.05	0.29	FB08SEP18	11:30	1	0	0	zach	Waters_SPE2
Antidepressant and Sedative	20	0.5		FB08SEP18	11:30	1			zach	Waters_SPE2
Anxiolytic	20	0.5		FB08SEP18	11:30	1			zach	Waters_SPE2
Benzodiazepine	5	0.05		FB08SEP18	11:30	1			zach	Waters_SPE2
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:30	1			zach	Waters_SPE2
CNS stimulant	20	0.15		FB08SEP18	11:30	1			zach	Waters_SPE2
Decongestant	20	0.05	32.38	FB08SEP18	11:30	1	0	1	zach	Waters_SPE2
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:30	1			zach	Waters_SPE2
Hynotics	5	0.05		FB08SEP18	11:30	1			zach	Waters_SPE2
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:30	1			zach	Waters_SPE2
Metabolite of CNS stimulant	20	0.05	0.046	FB08SEP18	11:30	1	1	0	zach	Waters_SPE2
Metabolite of Narcotic	10	0.75		FB08SEP18	11:30	1			zach	Waters_SPE2
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:30	1			zach	Waters_SPE2
Metabolite of narcotic	10	0.05		FB08SEP18	11:30	1			zach	Waters_SPE2
Metabolite of opioid	5	0.05	0.08	FB08SEP18	11:30	1	0	0	zach	Waters_SPE2
Muscle Relaxant	10	0.05		FB08SEP18	11:30	1			zach	Waters_SPE2
Narcotic	20	0.05	0.11	FB08SEP18	11:30	1	0	0	zach	Waters_SPE2
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:30	1			zach	Waters_SPE2
Opioid	2.5	0.05	0.07	FB08SEP18	11:30	1	0	0	zach	Waters_SPE2
Sedative	20	0.5		FB08SEP18	11:30	1			zach	Waters_SPE2
Stimulant	5	0.05	3.68	FB08SEP18	11:30	1	0	0	zach	Waters_SPE2
Analgesic	20	0.5		FB08SEP18	11:30	2			zach	Waters_SPE2
Anesthetic	10	0.05		FB08SEP18	11:30	2			zach	Waters_SPE2
Anorectic	5	0.05	0.73	FB08SEP18	11:30	2	0	0	zach	Waters_SPE2
Antidepressant and Sedative	20	0.5		FB08SEP18	11:30	2			zach	Waters_SPE2
Anxiolytic	20	0.5		FB08SEP18	11:30	2			zach	Waters_SPE2
Benzodiazepine	5	0.05		FB08SEP18	11:30	2			zach	Waters_SPE2
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:30	2			zach	Waters_SPE2
CNS stimulant	20	0.15	0.09	FB08SEP18	11:30	2	1	0	zach	Waters_SPE2
Decongestant	20	0.05	6.25	FB08SEP18	11:30	2	0	1	zach	Waters_SPE2
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:30	2			zach	Waters_SPE2
Hynotics	5	0.05		FB08SEP18	11:30	2			zach	Waters_SPE2
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:30	2			zach	Waters_SPE2
Metabolite of CNS stimulant	20	0.05	0.21	FB08SEP18	11:30	2	0	0	zach	Waters_SPE2
Metabolite of Narcotic	10	0.75		FB08SEP18	11:30	2			zach	Waters_SPE2
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:30	2			zach	Waters_SPE2
Metabolite of narcotic	10	0.05		FB08SEP18	11:30	2			zach	Waters_SPE2
Metabolite of opioid	5	0.05	0.11	FB08SEP18	11:30	2	0	0	zach	Waters_SPE2
Muscle Relaxant	10	0.05		FB08SEP18	11:30	2			zach	Waters_SPE2
Narcotic	20	0.05	0.21	FB08SEP18	11:30	2	0	0	zach	Waters_SPE2
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:30	2			zach	Waters_SPE2
Opioid	2.5	0.05	0.24	FB08SEP18	11:30	2	0	0	zach	Waters_SPE2
Sedative	20	0.5		FB08SEP18	11:30	2			zach	Waters_SPE2
Stimulant	5	0.05		FB08SEP18	11:30	2			zach	Waters_SPE2
Analgesic	20	0.5		FB08SEP18	11:30	3			zach	Waters_SPE2
Anesthetic	10	0.05		FB08SEP18	11:30	3			zach	Waters_SPE2
Anorectic	5	0.05	1.24	FB08SEP18	11:30	3	0	0	zach	Waters_SPE2
Antidepressant and Sedative	20	0.5	0.09	FB08SEP18	11:30	3	1	0	zach	Waters_SPE2
Anxiolytic	20	0.5		FB08SEP18	11:30	3			zach	Waters_SPE2
Benzodiazepine	5	0.05		FB08SEP18	11:30	3			zach	Waters_SPE2
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	11:30	3			zach	Waters_SPE2
CNS stimulant	20	0.15	0.67	FB08SEP18	11:30	3	0	0	zach	Waters_SPE2
Decongestant	20	0.05	7.33	FB08SEP18	11:30	3	0	1	zach	Waters_SPE2
Hallucinogen/Stimulant	10	0.05		FB08SEP18	11:30	3			zach	Waters_SPE2
Hynotics	5	0.05		FB08SEP18	11:30	3			zach	Waters_SPE2
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	11:30	3			zach	Waters_SPE2
Metabolite of CNS stimulant	20	0.05	0.25	FB08SEP18	11:30	3	0	0	zach	Waters_SPE2
Metabolite of Narcotic	10	0.75		FB08SEP18	11:30	3			zach	Waters_SPE2
Metabolite of a Narcotic	5	0.05		FB08SEP18	11:30	3			zach	Waters_SPE2
Metabolite of narcotic	10	0.05		FB08SEP18	11:30	3			zach	Waters_SPE2
Metabolite of opioid	5	0.05	0.3	FB08SEP18	11:30	3	0	0	zach	Waters_SPE2
Muscle Relaxant	10	0.05		FB08SEP18	11:30	3			zach	Waters_SPE2
Narcotic	20	0.05	0.98	FB08SEP18	11:30	3	0	0	zach	Waters_SPE2
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	11:30	3			zach	Waters_SPE2
Opioid	20	0.75		FB08SEP18	11:30	3			zach	Waters_SPE2
Sedative	20	0.5		FB08SEP18	11:30	3			zach	Waters_SPE2
Stimulant	5	0.05		FB08SEP18	11:30	3			zach	Waters_SPE2
Analgesic	20	0.5		FB08SEP18	6:30	1			austin	Shimadzu
Anesthetic	10	0.05		FB08SEP18	6:30	1			austin	Shimadzu
Anorectic	5	0.05		FB08SEP18	6:30	1			austin	Shimadzu
Antidepressant and Sedative	20	0.5		FB08SEP18	6:30	1			austin	Shimadzu
Anxiolytic	20	0.5		FB08SEP18	6:30	1			austin	Shimadzu
Benzodiazepine	5	0.05	0.134	FB08SEP18	6:30	1	0	0	austin	Shimadzu
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	6:30	1			austin	Shimadzu
CNS stimulant	20	0.15		FB08SEP18	6:30	1			austin	Shimadzu
Decongestant	20	0.05		FB08SEP18	6:30	1			austin	Shimadzu
Hallucinogen/Stimulant	10	0.05		FB08SEP18	6:30	1			austin	Shimadzu
Hynotics	5	0.05		FB08SEP18	6:30	1			austin	Shimadzu
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	6:30	1			austin	Shimadzu
Metabolite of CNS stimulant	20	0.05	1.307	FB08SEP18	6:30	1	0	0	austin	Shimadzu
Metabolite of Narcotic	10	0.75		FB08SEP18	6:30	1			austin	Shimadzu
Metabolite of a Narcotic	5	0.05		FB08SEP18	6:30	1			austin	Shimadzu
Metabolite of narcotic	10	0.05		FB08SEP18	6:30	1			austin	Shimadzu
Metabolite of opioid	5	0.05	0.231	FB08SEP18	6:30	1	0	0	austin	Shimadzu
Muscle Relaxant	10	0.05		FB08SEP18	6:30	1			austin	Shimadzu
Narcotic	20	0.05	0.152	FB08SEP18	6:30	1	0	0	austin	Shimadzu
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	6:30	1			austin	Shimadzu
Opioid	2.5	0.05	0.368	FB08SEP18	6:30	1	0	0	austin	Shimadzu
Sedative	20	0.5		FB08SEP18	6:30	1			austin	Shimadzu
Stimulant	5	0.05	0.322	FB08SEP18	6:30	1	0	0	austin	Shimadzu
Analgesic	20	0.5		FB08SEP18	6:30	2			austin	Shimadzu
Anesthetic	10	0.05		FB08SEP18	6:30	2			austin	Shimadzu
Anorectic	5	0.05		FB08SEP18	6:30	2			austin	Shimadzu
Antidepressant and Sedative	20	0.5		FB08SEP18	6:30	2			austin	Shimadzu
Anxiolytic	20	0.5		FB08SEP18	6:30	2			austin	Shimadzu
Benzodiazepine	5	0.05		FB08SEP18	6:30	2			austin	Shimadzu
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	6:30	2			austin	Shimadzu
CNS stimulant	20	0.15		FB08SEP18	6:30	2			austin	Shimadzu
Decongestant	20	0.05		FB08SEP18	6:30	2			austin	Shimadzu
Hallucinogen/Stimulant	10	0.05		FB08SEP18	6:30	2			austin	Shimadzu
Hynotics	5	0.05		FB08SEP18	6:30	2			austin	Shimadzu
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	6:30	2			austin	Shimadzu
Metabolite of CNS stimulant	20	0.05	1.759	FB08SEP18	6:30	2	0	0	austin	Shimadzu
Metabolite of Narcotic	10	0.75		FB08SEP18	6:30	2			austin	Shimadzu
Metabolite of a Narcotic	5	0.05		FB08SEP18	6:30	2			austin	Shimadzu
Metabolite of narcotic	10	0.05		FB08SEP18	6:30	2			austin	Shimadzu
Metabolite of opioid	5	0.05	0.057	FB08SEP18	6:30	2	0	0	austin	Shimadzu
Muscle Relaxant	10	0.05		FB08SEP18	6:30	2			austin	Shimadzu
Narcotic	20	0.05	0.348	FB08SEP18	6:30	2	0	0	austin	Shimadzu
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	6:30	2			austin	Shimadzu
Opioid	2.5	0.05	0.25	FB08SEP18	6:30	2	0	0	austin	Shimadzu
Sedative	20	0.5		FB08SEP18	6:30	2			austin	Shimadzu
Stimulant	5	0.05	0.282	FB08SEP18	6:30	2	0	0	austin	Shimadzu
Analgesic	20	0.5		FB08SEP18	6:30	3			austin	Shimadzu
Anesthetic	10	0.05		FB08SEP18	6:30	3			austin	Shimadzu
Anorectic	5	0.05		FB08SEP18	6:30	3			austin	Shimadzu
Antidepressant and Sedative	20	0.5		FB08SEP18	6:30	3			austin	Shimadzu
Anxiolytic	20	0.5		FB08SEP18	6:30	3			austin	Shimadzu
Benzodiazepine	20	0.05	0.583	FB08SEP18	6:30	3	0	0	austin	Shimadzu
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	6:30	3			austin	Shimadzu
CNS stimulant	20	0.15		FB08SEP18	6:30	3			austin	Shimadzu
Decongestant	20	0.05		FB08SEP18	6:30	3			austin	Shimadzu
Hallucinogen/Stimulant	10	0.05		FB08SEP18	6:30	3			austin	Shimadzu
Hynotics	5	0.05		FB08SEP18	6:30	3			austin	Shimadzu
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	6:30	3			austin	Shimadzu
Metabolite of CNS stimulant	20	0.05	1.817	FB08SEP18	6:30	3	0	0	austin	Shimadzu
Metabolite of Narcotic	10	0.75		FB08SEP18	6:30	3			austin	Shimadzu
Metabolite of a Narcotic	5	0.05		FB08SEP18	6:30	3			austin	Shimadzu
Metabolite of narcotic	10	0.05		FB08SEP18	6:30	3			austin	Shimadzu
Metabolite of opioid	5	0.05	0.022	FB08SEP18	6:30	3	1	0	austin	Shimadzu
Muscle Relaxant	10	0.05		FB08SEP18	6:30	3			austin	Shimadzu
Narcotic	20	0.05	0.488	FB08SEP18	6:30	3	0	0	austin	Shimadzu
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	6:30	3			austin	Shimadzu
Opioid	2.5	0.05	0.127	FB08SEP18	6:30	3	0	0	austin	Shimadzu
Sedative	20	0.5		FB08SEP18	6:30	3			austin	Shimadzu
Stimulant	5	0.05	0.395	FB08SEP18	6:30	3	0	0	austin	Shimadzu
Analgesic	20	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1
Anesthetic	10	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1
Anorectic	5	0.05	0.989	FB08SEP18	6:30	1	0	0	austin	Waters_SPE1
Antidepressant and Sedative	20	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1
Anxiolytic	20	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1
Benzodiazepine	5	0.05	0.05	FB08SEP18	6:30	1	0	0	austin	Waters_SPE1
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1
CNS stimulant	20	0.15	0.239	FB08SEP18	6:30	1	0	0	austin	Waters_SPE1
Decongestant	20	0.05	14.679	FB08SEP18	6:30	1	0	0	austin	Waters_SPE1
Hallucinogen/Stimulant	10	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1
Hynotics	5	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1
Metabolite of CNS stimulant	20	0.05	1.248	FB08SEP18	6:30	1	0	0	austin	Waters_SPE1
Metabolite of Narcotic	10	0.75		FB08SEP18	6:30	1			austin	Waters_SPE1
Metabolite of a Narcotic	5	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1
Metabolite of narcotic	10	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1
Metabolite of opioid	5	0.05	0.432	FB08SEP18	6:30	1	0	0	austin	Waters_SPE1
Muscle Relaxant	10	0.05		FB08SEP18	6:30	1			austin	Waters_SPE1
Narcotic	20	0.05	0.126	FB08SEP18	6:30	1	0	0	austin	Waters_SPE1
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	6:30	1			austin	Waters_SPE1
Opioid	2.5	0.05	0.318	FB08SEP18	6:30	1	0	0	austin	Waters_SPE1
Sedative	20	0.5		FB08SEP18	6:30	1			austin	Waters_SPE1
Stimulant	5	0.05	0.357	FB08SEP18	6:30	1	0	0	austin	Waters_SPE1
Analgesic	20	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1
Anesthetic	10	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1
Anorectic	5	0.05	0.711	FB08SEP18	6:30	2	0	0	austin	Waters_SPE1
Antidepressant and Sedative	20	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1
Anxiolytic	20	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1
Benzodiazepine	5	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1
CNS stimulant	20	0.15	0.429	FB08SEP18	6:30	2	0	0	austin	Waters_SPE1
Decongestant	20	0.05	20.928	FB08SEP18	6:30	2	0	1	austin	Waters_SPE1
Hallucinogen/Stimulant	10	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1
Hynotics	5	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1
Metabolite of Benzodiazepam	20	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1
Metabolite of CNS stimulant	20	0.05	1.762	FB08SEP18	6:30	2	0	0	austin	Waters_SPE1
Metabolite of Narcotic	10	0.75		FB08SEP18	6:30	2			austin	Waters_SPE1
Metabolite of a Narcotic	5	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1
Metabolite of narcotic	10	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1
Metabolite of opioid	5	0.05	0.08	FB08SEP18	6:30	2	0	0	austin	Waters_SPE1
Muscle Relaxant	10	0.05		FB08SEP18	6:30	2			austin	Waters_SPE1
Narcotic	20	0.05	0.346	FB08SEP18	6:30	2	0	0	austin	Waters_SPE1
Narcotic (New Psychoactive Susbstance)	10	0.75		FB08SEP18	6:30	2			austin	Waters_SPE1
Opioid	2.5	0.05	0.225	FB08SEP18	6:30	2	0	0	austin	Waters_SPE1
Sedative	20	0.5		FB08SEP18	6:30	2			austin	Waters_SPE1
Stimulant	5	0.05	0.409	FB08SEP18	6:30	2	0	0	austin	Waters_SPE1
Analgesic	20	0.5		FB08SEP18	6:30	3			austin	Waters_SPE1
Anesthetic	10	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1
Anorectic	5	0.05	4.68	FB08SEP18	6:30	3	0	0	austin	Waters_SPE1
Antidepressant and Sedative	20	0.5	0.368	FB08SEP18	6:30	3	1	0	austin	Waters_SPE1
Anxiolytic	20	0.5		FB08SEP18	6:30	3			austin	Waters_SPE1
Benzodiazepine	20	0.05	0.274	FB08SEP18	6:30	3	0	0	austin	Waters_SPE1
Benzodiazepine or metabolite of Benzodiazepines	2.5	0.05		FB08SEP18	6:30	3			austin	Waters_SPE1
